hotel,fue_cancelada,tiempo_anticipacion_reserva_dias,anio_llegada,mes_llegada,semana_llegada,dia_llegada,noches_fin_semana,noches_semana,adultos,ninos,bebes,regimen_alimenticio,pais_origen_cliente,segmento_mercado,canal_reserva,es_huesped_recurrente_historico,total_cancelaciones_previas_cliente,total_reservas_previas_no_canceladas_cliente,tipo_habitacion_reservada,tipo_habitacion_asignada,cambios_en_reserva,agente,compania,dias_en_lista_espera,tipo_cliente_en_reserva,adr,espacios_estacionamiento_requeridos,total_solicitudes_especiales,estado_reserva,fecha_estado_reserva,nombre_completo,email,telefono,tipo_documento_identidad,numero_documento_identidad,fecha_nacimiento
Resort Hotel,1,141,2017,Junio,24,17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,314.0,,0,Transient,104.66,0,0,Cancelada,31/01/17,Nicolás Codina Pelayo,xgarzon@example.net,+34803 56 36 71,DNI,82010086,1966-08-20
Resort Hotel,1,112,2017,Junio,24,17,2,5,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,158.0,0,0,Cancelada,28/02/17,Venceslás de Calzada,benita13@example.com,+34879532731,Pasaporte,P8514928,1970-09-11
Resort Hotel,1,331,2017,Junio,24,17,2,5,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,1,240.0,,0,Transient-Party,143.0,0,0,Cancelada,3/05/17,Ovidio Cano Alberdi,mnevado@example.org,+34 844 389 981,Pasaporte,P8582247,2000-11-05
Resort Hotel,1,307,2017,Junio,24,17,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,93.6,0,2,Cancelada,18/02/17,Albino Vidal Guillen,,+34828489770,CE,546333210,1969-08-27
Resort Hotel,1,321,2017,Junio,24,17,2,6,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,130.5,0,1,Cancelada,31/12/16,Chelo Hervás Moraleda,blancomaria@example.com,+34 887 63 30 36,DNI,43605393,1991-02-12
Resort Hotel,1,251,2017,Junio,24,17,3,6,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,108.9,0,1,Cancelada,18/10/16,Benigno Calleja Ballesteros,josefa18@example.net,+34 900 718 386,Pasaporte,P5689800,1963-06-07
Resort Hotel,1,277,2017,Junio,24,17,4,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,40.0,,0,Contract,98.4,0,0,Cancelada,6/03/17,Consuelo Casas Gonzalo,maxi83@example.org,+34 920015867,Pasaporte,P3790431,1969-11-10
Resort Hotel,1,250,2017,Junio,24,17,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,143.0,,0,Transient,56.7,0,0,Cancelada,20/12/16,Bautista Roldan Benitez,faustoolmo@example.com,+34 941 53 28 17,CE,265699570,1956-03-03
Resort Hotel,1,326,2017,Junio,24,17,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,40.0,,0,Transient,86.7,0,0,Cancelada,26/07/16,Jose Corral Dueñas,ramoncalderon@example.com,+34885 641 806,CE,698973717,1976-09-08
Resort Hotel,1,326,2017,Junio,24,17,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,40.0,,0,Transient,86.7,0,0,Cancelada,26/07/16,Luis Ángel Hidalgo,,+34980 830 973,DNI,39440503,1965-10-21
Resort Hotel,1,28,2017,Junio,25,18,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,241.0,,0,Transient,102.6,0,1,Cancelada,21/05/17,Hernán Jover Reina,rchico@example.net,+34 974500527,Pasaporte,P3037996,1997-09-18
Resort Hotel,1,11,2017,Junio,25,18,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,155.0,0,1,Cancelada,7/06/17,Sandalio Lozano Abril,mdominguez@example.com,+34 941944951,DNI,55308056,1951-04-08
Resort Hotel,1,28,2017,Junio,25,18,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,241.0,,0,Transient,136.0,0,1,Cancelada,21/05/17,Victorino Rafa Palau Avilés,edelmiro95@example.com,+34879 733 991,CE,938930511,1984-09-03
Resort Hotel,1,50,2017,Junio,25,18,2,0,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,212.0,0,1,Cancelada,26/05/17,Isidoro Valcárcel,,+34847 709 081,Pasaporte,P5387425,1967-11-19
Resort Hotel,1,147,2017,Junio,25,18,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,140.0,0,1,Cancelada,4/03/17,Ángeles Luís Torrecilla,,+34 727 266 109,Pasaporte,P4742069,1999-11-11
Resort Hotel,1,131,2017,Junio,25,18,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,63.0,0,0,Cancelada,7/02/17,Rocío Vega Bermúdez,,+34933138876,DNI,86999218,1956-01-14
Resort Hotel,1,165,2017,Junio,25,18,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,49.95,0,2,Cancelada,11/04/17,Norberto Carnero-Torrent,blasnoguera@example.com,+34980 332 901,CE,153036042,1948-02-19
Resort Hotel,1,131,2017,Junio,25,18,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,63.0,0,0,Cancelada,7/02/17,Yolanda Aurora Cánovas Maza,morataisidro@example.org,+34 973969888,CE,638176262,1972-04-14
Resort Hotel,1,115,2017,Junio,25,18,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,63.0,0,0,Cancelada,23/02/17,Horacio Calleja-Cadenas,eufemiaroyo@example.org,+34 875 568 922,CE,558446253,1998-11-19
Resort Hotel,1,143,2017,Junio,25,18,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,56.7,0,0,Cancelada,26/01/17,Hilario Oliver Guardia,somozajoaquin@example.com,+34982298498,Pasaporte,P7577494,1951-09-14
Resort Hotel,1,116,2017,Junio,25,18,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,63.0,0,0,Cancelada,22/02/17,Celia Izaguirre-Zamora,,+34 825340198,DNI,73879474,1964-04-19
Resort Hotel,1,26,2017,Junio,25,18,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,136.0,0,1,Cancelada,3/06/17,Jerónimo del Barceló,pcapdevila@example.com,+34901 819 879,Pasaporte,P2311548,1987-04-22
Resort Hotel,1,135,2017,Junio,25,18,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,112.0,0,1,Cancelada,13/03/17,Albert Canales Peña,sancho54@example.com,+34942167070,DNI,98472421,1988-03-28
Resort Hotel,1,45,2017,Junio,25,18,2,4,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,203.67,0,0,Cancelada,18/05/17,Xavier Guzmán Zabaleta,jsastre@example.com,+34927 567 104,CE,953379940,1981-10-16
Resort Hotel,1,217,2017,Junio,25,18,2,4,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,170.0,0,2,Cancelada,14/11/16,Óscar Valderrama Lerma,tono84@example.net,+34842 16 28 22,Pasaporte,P5609287,1974-05-28
Resort Hotel,1,129,2017,Junio,25,18,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,483.0,,0,Transient,63.0,0,0,Cancelada,9/02/17,Maribel Vigil Iñiguez,,+34849 768 883,CE,151126457,1984-07-27
Resort Hotel,1,244,2017,Junio,25,18,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,40.0,,0,Contract,56.7,0,0,Cancelada,9/01/17,Georgina Simó Rodrigo,monrealadalberto@example.com,+34 980 407 488,Pasaporte,P3908843,1949-09-14
Resort Hotel,1,312,2017,Junio,25,18,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,80.1,0,1,Cancelada,4/01/17,Quique Abella,carlossans@example.org,+34 828 51 83 80,DNI,21600581,1992-10-18
Resort Hotel,1,101,2017,Junio,25,18,2,5,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,2,240.0,,0,Transient,167.0,0,1,Cancelada,9/03/17,Nydia Burgos Conde,,+34883 021 115,CE,502999976,1970-09-01
Resort Hotel,1,57,2017,Junio,25,18,2,5,1,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,248.0,0,1,Cancelada,25/04/17,Julián Álamo,,+34707142533,CE,626294282,1971-05-05
Resort Hotel,1,193,2017,Junio,25,18,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,243.0,,0,Transient,68.4,0,0,Cancelada,13/12/16,Primitiva Teresa Abad Pina,,+34971 852 971,Pasaporte,P6282218,1972-12-21
Resort Hotel,1,263,2017,Junio,25,18,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,243.0,,0,Contract,96.4,0,0,Cancelada,13/12/16,Noelia del Arjona,odalis35@example.net,+34 923762170,CE,158567105,2003-03-13
Resort Hotel,1,57,2017,Junio,25,18,2,5,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,167.0,0,1,Cancelada,25/04/17,Marco Riba Vall,niloolivera@example.org,+34885 890 462,CE,916249614,1999-04-03
Resort Hotel,1,282,2017,Junio,25,18,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,89.0,0,0,Cancelada,28/03/17,Eloísa Velasco Quirós,estevelorenza@example.com,+34871164733,Pasaporte,P6024786,1993-09-24
Resort Hotel,1,160,2017,Junio,25,18,4,5,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,F,F,1,250.0,,0,Transient,165.0,0,0,Cancelada,13/01/17,Luisina Palau Casanova,rlobato@example.org,+34874878463,Pasaporte,P2627141,1976-04-04
Resort Hotel,1,269,2017,Junio,25,18,4,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,80.1,0,0,Cancelada,22/09/16,Ernesto Jose Manuel Cabeza Saura,nalberdi@example.net,+34806859949,DNI,85547429,1972-03-21
Resort Hotel,1,340,2017,Junio,25,18,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,243.0,,0,Contract,56.7,0,0,Cancelada,20/10/16,Gertrudis Pastor-Izquierdo,bravoaura@example.net,+34 821014957,DNI,66131240,1998-03-19
Resort Hotel,1,285,2017,Junio,25,18,6,15,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,40.0,,0,Contract,49.95,0,1,Cancelada,29/12/16,Demetrio Cueto Valenzuela,alejandra19@example.com,+34 803110048,CE,865154147,1947-07-01
Resort Hotel,1,39,2017,Junio,25,19,1,1,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,160.0,0,2,Cancelada,17/05/17,Nadia Bustos Cabañas,hilario49@example.net,+34 882 97 13 71,CE,429932669,1952-01-28
Resort Hotel,1,108,2017,Junio,25,19,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,135.0,0,1,Cancelada,6/03/17,Cirino Rosell Capdevila,,+34924514473,DNI,39047734,1960-04-13
Resort Hotel,1,298,2017,Junio,25,19,1,2,2,0.0,0,HB,URY,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,122.4,0,2,Cancelada,2/05/17,Teodora Colomer Huertas,,+34880 63 31 34,DNI,40125390,1997-08-20
Resort Hotel,1,101,2017,Junio,25,19,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,135.0,0,0,Cancelada,2/06/17,Julieta Grande Peiró,alicia76@example.org,+34876267533,Pasaporte,P9883291,1998-03-03
Resort Hotel,1,114,2017,Junio,25,19,1,4,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,5.0,250.0,0,Transient,117.5,0,0,Cancelada,15/05/17,Marcelino Giralt Vallejo,casemiro54@example.net,+34 977 76 26 76,Pasaporte,P1340319,2004-07-04
Resort Hotel,1,98,2017,Junio,25,19,1,4,3,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,Transient,258.0,0,0,Cancelada,13/03/17,Andrés Felipe de Valencia,pugateo@example.org,+34 987 455 796,Pasaporte,P2611403,1968-03-28
Resort Hotel,1,135,2017,Junio,25,19,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,114.0,0,2,Cancelada,15/05/17,Anastasio Ruy Gracia Román,wjulian@example.com,+34950314125,DNI,12252261,1979-11-08
Resort Hotel,1,148,2017,Junio,25,19,1,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,110.0,0,0,Cancelada,22/01/17,Matilde Zaragoza Reina,nelida32@example.org,+34 976 40 92 84,Pasaporte,P4566539,1977-04-21
Resort Hotel,1,294,2017,Junio,25,19,2,5,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,40.0,,0,Contract,122.4,0,0,Cancelada,13/02/17,Ángel Geraldo Bonilla Bosch,hierrotecla@example.org,+34 947 976 182,Pasaporte,P5176122,1989-04-20
Resort Hotel,1,210,2017,Junio,25,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,11.0,,0,Transient,70.2,0,0,Cancelada,31/01/17,José María del Porta,tsalmeron@example.org,+34 971 33 92 17,DNI,65079010,2003-07-06
Resort Hotel,1,132,2017,Junio,25,19,2,5,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,153.71,0,2,Cancelada,14/04/17,Gema Ballesteros Gomis,arteagajuan-francisco@example.net,+34981965876,DNI,78674518,1961-05-11
Resort Hotel,1,237,2017,Junio,25,19,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,315.0,,0,Contract,108.9,0,0,Cancelada,25/10/16,Lidia Barral Hurtado,mvalles@example.org,+34901 514 784,DNI,66688822,2002-09-03
Resort Hotel,1,34,2017,Junio,25,19,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,143.33,0,2,Cancelada,22/05/17,Reina Juliá Caballero,qreig@example.net,+34 843 52 10 51,DNI,74990586,1966-12-13
Resort Hotel,1,166,2017,Junio,25,19,3,6,2,2.0,0,HB,RUS,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,228.0,0,0,Cancelada,28/03/17,Hermenegildo Juárez-Benitez,ana-belenserna@example.net,+34842 40 17 06,Pasaporte,P3562074,1981-05-18
Resort Hotel,1,330,2017,Junio,25,19,3,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,74.25,0,0,Cancelada,24/07/16,Lucas Barranco,,+34927630394,CE,839839224,1995-05-07
Resort Hotel,1,125,2017,Junio,25,19,2,5,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,153.71,0,2,Cancelada,4/03/17,Leoncio Hector Suarez Castañeda,isaiasnieto@example.com,+34 823 93 97 74,CE,603529584,1967-08-22
Resort Hotel,1,330,2017,Junio,25,19,3,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,74.25,0,0,Cancelada,14/09/16,Eloy Leiva Pulido,xreyes@example.org,+34 806 52 36 10,Pasaporte,P7134317,1954-05-19
Resort Hotel,1,313,2017,Junio,25,19,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,243.0,,0,Contract,56.7,0,2,Cancelada,29/03/17,Horacio Contreras Galan,benaventerosalia@example.com,+34945 263 416,CE,336895706,1949-04-09
Resort Hotel,1,15,2017,Junio,25,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,250.0,,0,Transient,135.0,0,0,Cancelada,5/06/17,Iris Nicolás Sarabia,,+34 919 297 494,DNI,94802156,1981-10-22
Resort Hotel,1,57,2017,Junio,25,20,0,3,2,2.0,0,HB,USA,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,288.0,0,0,Cancelada,24/04/17,Zaida Colomer,jvaldes@example.org,+34901489308,DNI,85105781,1972-01-30
Resort Hotel,1,126,2017,Junio,25,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,63.0,0,0,Cancelada,14/02/17,Samuel Guzman Roldán,,+34873414082,Pasaporte,P8904324,1963-08-06
Resort Hotel,1,87,2017,Junio,25,20,0,4,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,160.0,0,0,Cancelada,25/03/17,Candela Álvarez,emma31@example.net,+34 983147991,Pasaporte,P9619252,1989-06-17
Resort Hotel,1,321,2017,Junio,25,20,0,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,103.05,0,1,Cancelada,5/08/16,Moreno Quevedo-Pi,jose98@example.com,+34972 32 41 26,CE,453002253,1981-07-31
Resort Hotel,1,258,2017,Junio,25,20,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,80.1,0,2,Cancelada,5/01/17,Adán Balaguer Llorente,hermenegildonoguera@example.net,+34 830307793,Pasaporte,P6108760,1985-06-12
Resort Hotel,1,78,2017,Junio,25,20,1,5,1,2.0,0,HB,NGA,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,228.0,0,0,Cancelada,21/04/17,Benita Paca Belmonte Gimenez,jose-luis66@example.net,+34847 269 177,CE,835956988,1975-10-11
Resort Hotel,1,326,2017,Junio,25,20,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,314.0,,0,Transient,59.4,0,0,Cancelada,2/09/16,Ciriaco Neira,qgalan@example.com,+34 972 77 02 28,CE,182939056,1986-11-04
Resort Hotel,1,285,2017,Junio,25,20,2,8,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,314.0,,0,Transient,71.6,0,0,Cancelada,8/09/16,Ángeles Pi-Soriano,ursulareal@example.org,+34902202156,CE,275067741,1959-11-08
Resort Hotel,1,289,2017,Junio,25,20,2,8,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,241.0,,0,Transient,77.61,0,1,Cancelada,8/09/16,Manuel Rueda Malo,esmeraldavalenzuela@example.org,+34 843 641 890,CE,137200103,2003-01-03
Resort Hotel,1,213,2017,Junio,25,20,2,8,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,180.0,0,0,Cancelada,21/11/16,Amaro Comas Ramos,godofredocastell@example.org,+34948665479,DNI,71046728,1979-11-24
Resort Hotel,1,320,2017,Junio,25,20,2,8,2,0.0,0,HB,SWE,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,135.9,0,1,Cancelada,9/09/16,Emiliano Eduardo Carlos Bru,gregoriobustamante@example.net,+34 806350149,Pasaporte,P5162858,1958-06-07
Resort Hotel,1,153,2017,Junio,25,21,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,110.0,0,0,Cancelada,6/03/17,Aristides Vergara Morera,escribanodiego@example.net,+34 825 64 67 45,Pasaporte,P1885081,2000-01-04
Resort Hotel,1,94,2017,Junio,25,21,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,160.0,0,0,Cancelada,21/04/17,Eladio del Ramírez,rosa-maria87@example.com,+34872 168 053,DNI,83043573,2006-09-21
Resort Hotel,1,261,2017,Junio,25,21,0,4,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,Transient,164.0,0,0,Cancelada,13/02/17,Hilda Izaguirre-Cañellas,,+34873925499,DNI,64949374,1949-07-07
Resort Hotel,1,43,2017,Junio,25,21,0,4,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,531.0,,0,Transient,76.0,0,0,Cancelada,12/05/17,Graciela Agustí Alvarez,flor22@example.com,+34879 988 001,Pasaporte,P3660721,2002-04-27
Resort Hotel,1,17,2017,Junio,25,21,0,3,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,155.0,0,1,Cancelada,10/06/17,Gabriela Bayo Simó,dtejero@example.com,+34 924 51 79 93,DNI,94834857,2005-09-13
Resort Hotel,1,18,2017,Junio,25,21,1,4,2,0.0,0,BB,IDN,Direct,Direct,0,0,0,G,G,0,250.0,,0,Transient,222.0,0,2,Cancelada,12/06/17,Miguel Sola Pino,,+34880 04 21 23,Pasaporte,P7492539,2003-02-25
Resort Hotel,1,18,2017,Junio,25,21,1,4,2,0.0,0,BB,IDN,Direct,Direct,0,0,0,G,G,0,250.0,,0,Transient,222.0,0,2,Cancelada,12/06/17,Áurea Candelas Tormo Blanes,mcornejo@example.com,+34 825771407,Pasaporte,P2671609,1948-06-26
Resort Hotel,1,17,2017,Junio,25,21,1,4,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,C,C,0,240.0,,0,Transient,180.0,0,1,Cancelada,10/06/17,Lilia Hidalgo Criado,segarraciriaco@example.com,+34 857 63 97 72,DNI,98466679,1963-04-13
Resort Hotel,1,253,2017,Junio,25,21,2,5,2,0.0,1,BB,ROU,Online TA,TA/TO,0,0,0,E,E,1,240.0,,0,Transient,107.1,0,2,Cancelada,28/03/17,Carmina Guzmán Duran,rivascarmina@example.org,+34736884798,CE,481403893,1983-04-20
Resort Hotel,1,329,2017,Junio,25,21,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,1,240.0,,0,Transient,74.25,0,1,Cancelada,9/05/17,Lourdes Milla Carmona,bmedina@example.org,+34887 43 26 35,CE,183793792,1976-11-10
Resort Hotel,1,324,2017,Junio,25,21,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,74.25,0,0,Cancelada,1/09/16,Manu Figueras Herrero,,+34 985 09 57 98,DNI,59617149,1997-06-15
Resort Hotel,1,336,2017,Junio,25,21,4,10,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,178.46,0,1,Cancelada,22/07/16,Luis Miguel Grau Ibarra,campomarisa@example.org,+34 921 953 326,DNI,47722686,1956-11-16
Resort Hotel,1,129,2017,Junio,25,22,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,135.0,0,1,Cancelada,16/04/17,Rosalinda Paredes Calzada,apolinar51@example.net,+34 900045197,CE,571362052,1984-07-05
Resort Hotel,1,28,2017,Junio,25,22,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,241.0,,0,Transient,106.4,0,1,Cancelada,3/06/17,Priscila Borrell Céspedes,jose-manuelrivero@example.org,+34 988 597 823,CE,334296219,1976-06-09
Resort Hotel,1,107,2017,Junio,25,22,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,120.0,0,2,Cancelada,7/03/17,Soraya Viana Crespo,haydee36@example.com,+34849 480 739,Pasaporte,P3781207,1983-10-12
Resort Hotel,1,150,2017,Junio,25,22,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,142.0,0,2,Cancelada,27/03/17,Jose Carlos Checa,teofilo97@example.com,+34987 334 215,Pasaporte,P8127311,1967-06-19
Resort Hotel,1,105,2017,Junio,25,22,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,242.0,,0,Transient,120.0,0,1,Cancelada,13/06/17,Luciano Manrique-Capdevila,anselmasolano@example.org,+34945 207 083,CE,690817381,1961-12-21
Resort Hotel,1,170,2017,Junio,25,22,1,3,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,180.0,0,0,Cancelada,4/04/17,José Hoz Lloret,felisaamores@example.com,+34975130212,CE,598854609,1962-08-27
Resort Hotel,1,44,2017,Junio,25,22,1,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,531.0,,0,Transient,93.0,0,0,Cancelada,12/05/17,Roldán Arce Galán,salomeocana@example.com,+34 842 389 648,Pasaporte,P2752486,1959-11-07
Resort Hotel,1,153,2017,Junio,25,22,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,241.0,,0,Transient,123.97,0,2,Cancelada,23/01/17,Germán Lago Pinedo,manuelita97@example.org,+34848 50 24 96,DNI,37353488,1948-03-12
Resort Hotel,1,154,2017,Junio,25,22,1,3,1,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,241.0,,0,Transient,150.92,0,1,Cancelada,23/01/17,Asunción Murillo Canales,,+34 985 11 30 18,DNI,36496661,1977-05-23
Resort Hotel,1,22,2017,Junio,25,22,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,155.0,0,2,Cancelada,9/06/17,Caridad del Álamo,santananayara@example.net,+34984 901 307,Pasaporte,P5354899,1995-05-18
Resort Hotel,1,188,2017,Junio,25,22,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,410.0,,0,Transient,49.95,0,0,Cancelada,6/04/17,Matías Conde Crespi,leyredieguez@example.com,+34 986 966 066,Pasaporte,P9137863,2006-12-30
Resort Hotel,1,154,2017,Junio,25,22,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,241.0,,0,Transient,123.97,0,1,Cancelada,23/01/17,Noé Ojeda Vargas,,+34 985 780 101,CE,428500337,1961-04-27
Resort Hotel,1,244,2017,Junio,25,22,1,3,2,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,127.8,0,2,Cancelada,9/06/17,Amalia Cabezas Soriano,ceferino26@example.net,+34 943 21 78 08,DNI,44524766,1982-08-03
Resort Hotel,1,244,2017,Junio,25,22,1,3,2,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,127.8,0,2,Cancelada,9/06/17,Encarnación Villar Benet,,+34885 303 245,DNI,92522963,1963-04-07
Resort Hotel,1,153,2017,Junio,25,22,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,241.0,,0,Transient,123.97,0,1,Cancelada,23/01/17,María Ángeles Rojas Fortuny,emiliococa@example.com,+34824 821 207,CE,576364156,1955-02-14
